id_sede,url,tipo
CMALL,https://www.facebook.com/ArgentinaEnPalmaDeMallorca,facebook
CMDEO,https://www.facebook.com/ArgentinaEnMontevideo/,facebook
CMIAM,https://es-la.facebook.com/consuladoargentino.miami/,facebook
CMIAM,consuladoargentinomia,desconocido
CMIAM,@argenmiami,desconocido
CMILA,https://www.facebook.com/ConsuladoArgentinoenMilan,facebook
CMILA,https://www.instagram.com/consuladoargentinoenmilan/,instagram
CMILA,https://www.youtube.com/channel/UCZdYeN4gttYEyX15xxkUNWQ,youtube
CNYOR,https://www.facebook.com/ARGenNewYork,facebook
CNYOR,https://twitter.com/ARGenNewYork,twitter
CNYOR,https://www.instagram.com/argennewyork/,instagram
CNYOR,https://www.youtube.com/channel/UCJFygvT8lgEo1PrQqsHqMKg,youtube
CPABL,consuladoargentinosp@gmail.com,desconocido
CPMON,https://www.facebook.com/ArgentinaEnPuertoMontt/,facebook
CRECI,https://www.facebook.com/ArgentinaEnBrasilRecife,facebook
CRECI,https://www.instagram.com/consuladoargentinorecife,instagram
CRIOJ,https://www.facebook.com/ArgentinaEnRiodeJaneiro/,facebook
CROMA,@ArgEnRoma,desconocido
CROMA,@consuladoargentinoenroma,desconocido
CSBAH,https://www.instagram.com/argentinaensalvador,instagram
CSBAH,https://www.facebook.com/ArgentinaenSalvador,facebook
CSBAH,https://twitter.com/ArgentinaEnSSA,twitter
CSCRS,cscrs2018,desconocido
CSCRS,www.facebook.com/ArgEnSantaCruz  de  la  Sierra,facebook
CSIDN,https://www.facebook.com/ArgentinaEnSidney/,facebook
CSLTO,@consuladoargentinoensalto,desconocido
CTENE,www.facebook.com/argentinaentenerife,facebook
CTORO,https://www.facebook.com/ArgentinaEnToronto/,facebook
CTORO,https://www.instagram.com/consuladoargtoronto/,instagram
CURUG,https://www.facebook.com/ArgEnUruguayana/,facebook
CURUG,https://twitter.com/CURUGoK,twitter
CVALP,https://www.facebook.com/ArgentinaEnValparaiso,facebook
CVIGO,facebook.com/ArgentinaenVigo,facebook
CVIGO,https://www.instagram.com/argenvigo/,instagram
CVILL,https://www.facebook.com/ArgEnVillazon,facebook
EALEM,https://www.facebook.com/ArgEnAlemania/,facebook
EANGO,https://www.facebook.com/ArgentinaEnAngola/,facebook
EANGO,https://www.instagram.com/embargentinaenangola/,instagram
EARAB,https://www.facebook.com/argentinaenarabiasaudita/,facebook
EARAB,https://twitter.com/ensaudita,twitter
EARAB,https://www.instagram.com/arginsaudi/,instagram
EARGE,https://twitter.com/ARGenArgelia,twitter
EARGE,https://instagram.com/argenargelia,instagram
EARGE,facebook.com/ArgentinaEnArgelia,facebook
EARME,https://www.instagram.com/arginarmenia/,instagram
EARME,https://www.facebook.com/ArgentinaEnArmenia,facebook
EARME,https://twitter.com/ARGinArmenia,twitter
EASIR,https://www.facebook.com/Embajada-Argentina-en-Siria-112176794025495,facebook
EAUST,https://www.facebook.com/ArgentinaEnAustralia/,facebook
EAUST,https://twitter.com/ARGinAustralia,twitter
EAZER,https://www.facebook.com/EmbassyOfArgentina/,facebook
EAZER,www.instagram.com/embargentinaaz,instagram
EAZER,www.twitter.com/ARGEnAzer,twitter
EBARB,https://www.facebook.com/ArgentinaEnBarbados/,facebook
EBELG,https://www.facebook.com/ArgentinaEnBelgica/,facebook
EBELG,https://www.instagram.com/argenbelgica/,instagram
